AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class
408220,2317.6689,769.1027,681.1285,0.4644,720.9451,0.9927,411229,0.8054,1.1292,0.955,0.9374,0.0019,0.0017,0.8787,0.9922,76.0921,76.1371,80.9364,16.8892,17.0798,22.3258,0.1847,1.7638,1.1162,6.1914,9.6388,7.4081,-21834078208,-21918494720,-25924780032,38.0457,38.0692,40.4685,BERHI
306560,2015.198,715.4261,547.121,0.6443,624.7594,0.9952,308043,0.7464,1.3076,0.9486,0.8733,0.0023,0.0018,0.7626,0.9972,86.9794,92.3766,89.4656,26.5432,21.4762,26.9922,-0.1527,0.3845,0.601,2.4484,2.8885,3.4913,-23275982848,-25388687360,-24747624448,43.4906,46.1906,44.7346,BERHI
354590,2181.739,772.2312,587.454,0.6491,671.9211,0.9954,356244,0.7594,1.3145,0.9361,0.8701,0.0022,0.0017,0.7571,0.9952,84.314,92.741,92.8555,14.5564,14.2419,21.4316,-0.5375,1.4213,0.9063,5.2871,8.4253,5.1881,-23241650176,-28505825280,-29686788096,42.155,46.37,46.4268,BERHI
381508,2239.7891,734.2203,666.2502,0.4202,696.9584,0.9919,384642,0.7398,1.102,0.9557,0.9492,0.0019,0.0017,0.9011,0.993,82.0154,82.358,83.0719,25.7635,22.8142,32.2169,0.8589,1.9116,2.074,6.6729,10.5392,9.3474,-25635362816,-25228310528,-28113027072,41.0071,41.1774,41.5364,BERHI
356022,2170.3101,756.3358,603.8934,0.6021,673.2766,0.9942,358086,0.7885,1.2524,0.9498,0.8902,0.0021,0.0017,0.7924,0.9925,97.0639,97.1161,89.7092,27.4554,18.6643,24.1319,-0.0673,0.4954,0.8883,2.4051,3.7038,5.0788,-33941866496,-32242589696,-28275976192,48.5301,48.5587,44.8548,BERHI
394859,2315.978,863.4825,583.743,0.7369,709.0487,0.9969,396085,0.7776,1.4792,0.9251,0.8212,0.0022,0.0015,0.6743,0.9974,104.8062,96.919,93.0346,27.1217,21.8502,25.3584,-0.389,0.2085,0.5615,2.7184,3.4655,4.7545,-43898953728,-36220506112,-34062194688,52.4019,48.4587,46.5162,BERHI
389859,2265.5581,804.163,619.6666,0.6374,704.5452,0.9967,391136,0.7808,1.2977,0.9545,0.8761,0.0021,0.0016,0.7676,0.9961,86.5242,80.0045,70.6489,23.2586,20.7649,26.5474,0.12,1.0571,1.9167,4.0652,6.2428,9.1344,-28546023424,-23870740480,-19827976192,43.2614,40.0039,35.3271,BERHI
342514,2154.021,764.3176,573.2928,0.6614,660.3805,0.9912,345541,0.7709,1.3332,0.9277,0.864,0.0022,0.0017,0.7465,0.9953,103.3877,103.3205,76.3917,29.9227,25.8496,26.6107,-0.1719,0.2455,2.053,2.9109,3.8479,11.0375,-37706264576,-36726063104,-20245121024,51.6922,51.6611,38.1958,BERHI
414954,2325.3181,774.8641,684.9321,0.4676,726.8671,0.9941,417404,0.8028,1.1313,0.9644,0.9381,0.0019,0.0017,0.88,0.9955,83.4485,83.1212,80.7786,27.6418,24.3162,24.1986,0.0515,0.4065,0.5553,2.1905,2.7204,3.9092,-29315438592,-28262199296,-26660716544,41.7218,41.5596,40.3891,BERHI
314313,2040.285,728.9534,550.9473,0.6548,632.6102,0.9943,316111,0.746,1.3231,0.9488,0.8678,0.0023,0.0018,0.7531,0.9965,87.2186,84.7825,82.1091,25.7997,23.2918,29.758,1.2025,2.1201,1.9725,8.498,12.5503,9.7957,-23896397824,-22137184256,-22064177152,43.6122,42.3951,41.0597,BERHI
347694,2187.4561,791.2161,563.1738,0.7024,665.3553,0.9898,351288,0.74,1.4049,0.9131,0.8409,0.0023,0.0016,0.7072,0.9935,91.4126,98.5578,94.5405,24.6937,22.4851,24.8803,-0.3446,-0.0349,0.1471,2.8234,2.8912,3.6091,-28767764480,-33144877056,-30875068416,45.7047,49.2782,47.2682,BERHI
423905,2363.958,836.8923,646.8287,0.6345,734.665,0.9969,425214,0.765,1.2938,0.9532,0.8778,0.002,0.0015,0.7706,0.9971,105.7638,99.7526,89.5743,29.2029,25.1823,29.4296,-0.2421,0.2699,1.0432,2.9209,3.7173,5.7463,-48629661696,-42112163840,-35035365376,52.8856,49.8795,44.7907,BERHI
445381,2407.5071,807.8385,705.3541,0.4875,753.045,0.9964,446993,0.7728,1.1453,0.9656,0.9322,0.0018,0.0016,0.8689,0.9952,118.0315,108.1492,95.3137,29.9831,21.1358,27.9423,-0.3449,0.5226,0.9618,3.009,5.6341,5.5422,-64191721472,-51263995904,-41135149056,59.0149,54.0759,47.6569,BERHI
409607,2351.354,835.5469,627.9048,0.6597,722.1688,0.9912,413253,0.8129,1.3307,0.931,0.8643,0.002,0.0015,0.747,0.9941,104.1607,102.5634,94.4863,26.7687,21.2502,27.6991,0.15,1.1114,1.362,4.976,7.731,7.8823,-44893036544,-42191290368,-37125099520,52.0794,51.2819,47.2441,BERHI
419554,2354.084,832.2401,643.96,0.6335,730.8849,0.996,421223,0.7783,1.2924,0.9514,0.8782,0.002,0.0015,0.7713,0.9968,81.8459,79.6398,73.8822,22.055,21.5986,28.0237,1.0937,2.2148,2.3863,11.0258,14.3096,12.1473,-27190106112,-25653710848,-23670239232,40.9196,39.8173,36.9392,BERHI
426810,2389.9141,836.486,655.8799,0.6206,737.178,0.9939,429451,0.7446,1.2754,0.939,0.8813,0.002,0.0015,0.7767,0.9905,102.8502,93.5002,75.3912,29.3144,22.6292,26.3304,-0.214,0.6156,1.9011,3.0284,5.0996,9.1839,-46304841728,-36515041280,-24513165312,51.4239,46.7486,37.6928,BERHI
443805,2390.481,797.2593,710.5616,0.4535,751.7114,0.9973,445009,0.8015,1.122,0.976,0.9429,0.0018,0.0016,0.889,0.9975,109.0969,105.3337,91.6631,26.6087,21.6688,28.9774,-0.3935,0.639,0.8487,4.2331,5.1258,5.4537,-53427851264,-48442896384,-38222077952,54.5464,52.6669,45.8327,BERHI
402279,2295.863,798.9365,643.2753,0.5931,715.6797,0.9936,404887,0.7867,1.242,0.9591,0.8958,0.002,0.0016,0.8024,0.9966,87.5402,91.2294,92.5991,25.6694,19.9095,27.9792,0.4908,2.1545,1.9477,5.5889,12.5304,9.9496,-30746945536,-32178810880,-35126345728,43.7705,45.6162,46.301,BERHI
426661,2412.625,845.353,645.3922,0.6459,737.0493,0.9891,431346,0.783,1.3098,0.9211,0.8719,0.002,0.0015,0.7602,0.9957,106.7112,106.5358,102.9901,27.6101,17.5812,25.2811,-0.5655,0.7544,0.6838,3.3343,6.1684,5.1464,-49347264512,-46849757184,-45315260416,53.3538,53.2682,51.4952,BERHI
439197,2437.428,829.2604,677.1343,0.5773,747.7988,0.9893,443940,0.7607,1.2247,0.929,0.9018,0.0019,0.0015,0.8132,0.9959,115.9496,112.008,101.2594,27.022,20.3893,24.0848,-0.5571,0.393,0.7029,3.62,4.0908,6.1312,-60103352320,-54276861952,-44722860032,57.9733,56.0022,50.6284,BERHI
442845,2422.366,836.9063,677.0573,0.5878,750.8979,0.9941,445459,0.7601,1.2361,0.9484,0.8972,0.0019,0.0015,0.805,0.9951,101.4155,101.7015,90.9381,31.6708,27.382,30.599,-0.0159,0.5115,1.0843,3.0302,3.8602,6.1086,-47491162112,-46423900160,-38083399680,50.7077,50.8507,45.4709,BERHI
424225,2391.501,838.0681,650.075,0.6311,734.9422,0.9946,426523,0.7414,1.2892,0.9321,0.8769,0.002,0.0015,0.769,0.9914,94.2675,86.4156,68.1772,28.523,24.452,29.6457,-0.0074,0.9515,2.1508,4.054,6.8878,9.7948,-38428114944,-31304110080,-21079427072,47.1329,43.21,34.0892,BERHI
416064,2359.616,818.8146,650.6287,0.6071,727.8387,0.9924,419269,0.7872,1.2585,0.939,0.8889,0.002,0.0016,0.7901,0.9944,84.9829,87.862,79.6564,28.4208,25.4885,28.6012,0.2662,0.8768,1.9742,4.4209,6.3082,9.9591,-30689249280,-32009418752,-27229378560,42.4922,43.9337,39.829,BERHI
453074,2464.8979,855.7032,681.0208,0.6055,759.5208,0.9948,455449,0.7757,1.2565,0.9371,0.8876,0.0019,0.0015,0.7878,0.9899,105.4471,97.967,91.6094,25.6708,21.4894,29.0892,-0.3463,0.3953,0.8042,3.2829,3.7184,4.4421,-50583461888,-42424696832,-39009394688,52.724,48.985,45.8063,BERHI
409032,2313.9509,804.1159,650.1132,0.5885,721.6618,0.9947,411212,0.7422,1.2369,0.96,0.8975,0.002,0.0016,0.8054,0.9962,78.7944,84.1383,91.0917,23.895,20.773,27.4148,0.2039,0.9941,0.6975,3.7212,6.0546,4.7024,-24917446656,-27784316928,-34348648448,39.3979,42.0703,45.5477,BERHI
429203,2362.936,831.4949,658.4715,0.6106,739.2416,0.9971,430464,0.7487,1.2628,0.966,0.8891,0.0019,0.0015,0.7904,0.9981,80.8682,81.3765,85.5402,20.9225,20.6097,27.9409,-0.7113,0.3724,0.6058,3.892,4.6949,4.1859,-26841032704,-27160780800,-31955101696,40.4367,40.6902,42.7718,BERHI
453763,2476.709,851.0314,684.578,0.5941,760.098,0.9909,457931,0.8015,1.2431,0.9296,0.8931,0.0019,0.0015,0.7977,0.9917,107.0736,102.9107,101.3278,30.3693,26.271,32.9843,-0.0157,0.5483,1.0759,3.5008,4.5735,5.445,-53771833344,-48395264000,-49153339392,53.536,51.4566,50.6654,BERHI
353766,2150.718,720.5316,629.297,0.487,671.14,0.9936,356027,0.8001,1.145,0.9611,0.9315,0.002,0.0018,0.8676,0.9934,98.2516,105.611,102.9056,25.6613,18.3511,25.3977,-0.3165,0.9653,0.9382,3.7131,6.9901,6.0485,-34145540096,-38250450944,-37541912576,49.1242,52.8068,51.4525,BERHI
288730,1997.627,740.3677,497.8095,0.7402,606.3188,0.9891,291913,0.762,1.4873,0.9092,0.8189,0.0026,0.0017,0.6707,0.9975,92.7921,93.8139,91.3814,27.2088,24.8541,32.1713,-0.1788,0.6322,0.867,3.3175,4.3363,4.4081,-25085745152,-25247483904,-25406605312,46.3976,46.9079,45.6924,BERHI
411542,2339.4231,814.2525,646.2658,0.6083,723.8726,0.9925,414646,0.7644,1.2599,0.9449,0.889,0.002,0.0016,0.7903,0.9958,85.0548,82.7919,71.6549,23.9362,19.2038,23.9877,-0.3703,1.4116,2.196,3.3415,8.4816,10.8127,-29232642048,-26736420864,-20871084032,42.5262,41.3973,35.8293,BERHI
383504,2288.917,784.1191,626.8956,0.6007,698.7792,0.9907,387106,0.7753,1.2508,0.9199,0.8912,0.002,0.0016,0.7942,0.9934,79.753,82.0603,78.3742,22.469,21.4977,29.5617,0.7062,1.6066,1.4604,4.8731,7.3418,5.8937,-23654332416,-24897929216,-24566759424,39.8759,41.0298,39.1862,BERHI
430176,2396.55,865.903,637.2376,0.6771,740.0791,0.9974,431277,0.7671,1.3588,0.9412,0.8547,0.002,0.0015,0.7305,0.9926,101.5693,96.8451,87.0888,29.0784,21.2616,27.9579,0.0639,1.6017,1.9217,3.6764,8.8878,9.4488,-45451513856,-39298019328,-33261930496,50.7833,48.4226,43.5443,BERHI
438436,2417.197,860.3224,652.1378,0.6522,747.1506,0.997,439735,0.7464,1.3192,0.943,0.8685,0.002,0.0015,0.7542,0.995,111.5693,105.2123,91.8468,28.219,26.5826,26.5364,-0.6699,-0.0898,0.6969,3.1126,2.7094,4.8682,-55746183168,-48994922496,-37177774080,55.7858,52.6067,45.9245,BERHI
497802,2561.291,907.5524,701.4491,0.6345,796.1289,0.9957,499948,0.751,1.2938,0.9536,0.8772,0.0018,0.0014,0.7695,0.9956,103.2903,93.5957,89.8023,27.7841,22.2596,29.6129,-0.2143,1.0996,1.42,4.0088,7.7586,7.2485,-53943554048,-42596114432,-41443893248,51.6458,46.7982,44.9025,BERHI
454917,2485.562,869.7584,672.0792,0.6347,761.064,0.9927,458273,0.7387,1.2941,0.9253,0.875,0.0019,0.0015,0.7657,0.9909,110.813,107.6579,100.7983,27.9017,20.7423,25.8809,-0.3972,0.2725,0.6269,2.8257,3.3967,4.289,-56959090688,-51762262016,-46391058432,55.4055,53.8287,50.3994,BERHI
392588,2274.2759,803.3082,625.8399,0.6269,707.0068,0.9973,393637,0.7623,1.2836,0.9538,0.8801,0.002,0.0016,0.7746,0.9943,94.8638,99.2536,97.3874,26.7869,20.4685,23.7467,0.1458,0.6951,0.8957,2.9783,4.9829,6.3596,-35574280192,-37579722752,-36809195520,47.4294,49.6277,48.6937,BERHI
384232,2263.4819,787.2324,624.8104,0.6083,699.4422,0.9914,387562,0.7505,1.26,0.9424,0.8885,0.002,0.0016,0.7894,0.9946,107.1655,103.8044,88.3855,27.7544,19.7288,23.4434,-0.4054,0.6507,1.726,3.3659,6.1402,9.3571,-44874883072,-40287244288,-29479108608,53.5858,51.9051,44.1969,BERHI
294273,2004.96,735.2715,510.9962,0.719,612.1111,0.9922,296579,0.7693,1.4389,0.9199,0.8325,0.0025,0.0017,0.6931,0.9972,88.9474,86.7787,78.4034,27.4622,25.0674,29.7409,0.0067,0.5926,1.0261,2.9314,3.9662,4.7676,-23546138624,-22000007168,-18878205952,44.4758,43.391,39.2043,BERHI
445290,2435.3889,857.8929,663.8074,0.6335,752.968,0.994,448000,0.7515,1.2924,0.9434,0.8777,0.0019,0.0015,0.7703,0.9956,89.7273,84.0387,75.777,25.6111,21.9763,30.3831,0.2158,1.5521,1.7662,4.8948,10.0825,8.1471,-35740303360,-30464757760,-27059025920,44.8647,42.0194,37.8889,BERHI
375936,2255.8411,817.8654,589.0416,0.6937,691.8501,0.9945,378008,0.7365,1.3885,0.9283,0.8459,0.0022,0.0016,0.7156,0.9936,73.5368,77.7196,73.0607,22.2582,18.686,23.5372,0.7466,2.1273,2.221,5.8351,13.1056,12.0114,-19649556480,-21339979776,-19707056128,36.7722,38.862,36.5344,BERHI
439650,2447.7371,890.0155,635.1306,0.7005,748.1843,0.9926,442920,0.7633,1.4013,0.9221,0.8406,0.002,0.0014,0.7067,0.9903,100.506,99.6946,95.2381,30.7895,23.8822,29.3646,0.5674,1.5439,1.6777,4.0996,8.0819,8.677,-46067900416,-43327778816,-41025200128,50.2533,49.8476,47.6192,BERHI
433338,2423.301,836.3414,664.9469,0.6065,742.7941,0.9932,436301,0.756,1.2578,0.9273,0.8881,0.0019,0.0015,0.7888,0.9921,105.1259,99.3634,89.1057,27.4703,24.5953,27.5458,-0.3249,0.4979,1.0723,3.6208,4.0745,6.1444,-48579203072,-42560143360,-34883911680,52.561,49.6808,44.5522,BERHI
500669,2580.3069,913.3773,702.0745,0.6397,798.4182,0.9948,503290,0.7571,1.301,0.945,0.8741,0.0018,0.0014,0.7641,0.9941,92.6164,83.3659,80.8303,23.6541,21.1765,30.9812,0.0466,1.2064,1.2724,4.0502,6.2261,5.9918,-42263990272,-33475536896,-34506137600,46.3075,41.6845,40.4161,BERHI
230122,1804.354,649.0608,454.532,0.7139,541.2952,0.9883,232846,0.8192,1.428,0.8882,0.834,0.0028,0.002,0.6955,0.9932,132.2255,126.4681,124.9734,30.3215,23.5319,23.9989,-1.1363,-0.7205,-0.7576,3.8148,2.9127,3.3667,-41959481344,-37230223360,-36367020032,66.1163,63.2356,62.4892,DEGLET
231946,1800.8101,678.9835,436.4881,0.766,543.4361,0.9922,233763,0.7924,1.5556,0.8988,0.8004,0.0029,0.0019,0.6406,0.9965,104.8716,102.1755,111.7534,24.2007,20.5286,21.8023,-0.6461,0.0917,-0.3061,3.1537,3.5782,3.2341,-25391267840,-23603490816,-28687542272,52.4342,51.0893,55.8778,DEGLET
218006,1754.282,671.6726,414.585,0.7868,526.8528,0.993,219532,0.8089,1.6201,0.8902,0.7844,0.0031,0.0019,0.6153,0.9968,108.7587,99.0594,102.7426,33.4516,26.0414,17.7392,0.047,0.1642,0.2835,2.0128,2.3344,4.0136,-27197134848,-21465534464,-22162524160,54.3825,49.5349,51.3752,DEGLET
272074,2031.781,778.5798,446.9384,0.8188,588.5706,0.9823,276985,0.8072,1.742,0.8282,0.756,0.0029,0.0016,0.5715,0.9955,128.3337,125.9642,108.5967,31.1858,31.4921,31.0783,-0.7508,-0.5063,-0.3787,3.0403,2.5393,2.5903,-46827319296,-45142360064,-33304205312,64.1701,62.9819,54.298,DEGLET
222790,1766.324,651.6551,436.6493,0.7423,532.6021,0.9932,224312,0.7893,1.4924,0.8974,0.8173,0.0029,0.002,0.668,0.9969,121.6701,116.8578,110.7202,37.2069,34.0592,29.5728,-0.6398,-0.569,-0.517,2.2621,2.1012,2.3364,-35503251456,-32167600128,-28105680896,60.8351,58.4294,55.3596,DEGLET
332286,2287.0071,875.3194,485.2886,0.8322,650.4457,0.9807,338814,0.7192,1.8037,0.7983,0.7431,0.0026,0.0015,0.5522,0.996,120.0967,110.2773,110.3306,31.083,32.3166,26.7386,-0.1188,0.285,0.1151,2.4661,2.2097,2.6593,-49918324736,-42323034112,-40995770368,60.0484,55.1403,55.1677,DEGLET
265701,1968.802,746.8929,454.7724,0.7933,581.6365,0.992,267851,0.7619,1.6423,0.8614,0.7787,0.0028,0.0017,0.6064,0.996,125.6485,117.7338,110.843,33.6703,31.8466,25.5885,-0.3492,-0.1841,0.1484,2.2009,2.3465,2.531,-44338049024,-38484541440,-32898990080,62.8217,58.8671,55.4206,DEGLET
213610,1742.515,644.6515,422.7329,0.755,521.5139,0.9896,215860,0.7795,1.525,0.8841,0.809,0.003,0.002,0.6545,0.998,118.8714,112.0974,107.2945,37.6554,37.7021,28.4572,0.0064,0.2666,-0.262,2.0896,1.9188,2.5203,-32635742208,-29119576064,-25118382080,59.4349,56.0506,53.6501,DEGLET
267823,1988.671,781.2097,441.0466,0.8254,583.9545,0.9915,270119,0.8212,1.7713,0.851,0.7475,0.0029,0.0016,0.5588,0.9897,122.736,111.2873,119.6024,29.516,20.6989,20.5735,-0.5255,-0.0949,-0.4587,2.9397,3.2605,3.9097,-41729191936,-32681768960,-38074142720,61.3638,55.6438,59.7987,DEGLET
235942,1893.777,744.0038,404.7032,0.8391,548.0974,0.9831,239996,0.7383,1.8384,0.8267,0.7367,0.0032,0.0017,0.5427,0.9977,115.7687,111.2267,104.8903,30.8715,28.5026,24.5829,-0.3471,-0.1928,-0.2256,2.5077,2.215,2.5069,-32840615936,-29875372032,-25902360576,57.8901,55.6183,52.4509,DEGLET
261890,2027.2321,697.621,482.5237,0.7222,577.4502,0.9751,268565,0.6875,1.4458,0.8008,0.8277,0.0027,0.0018,0.6852,0.9906,130.7202,126.0636,113.2904,37.1222,33.0479,29.1683,-0.3579,-0.0193,-0.2971,2.4955,2.3934,2.7137,-48176062464,-43876425728,-34554867712,65.356,63.0313,56.6447,DEGLET
285100,2053.1699,791.5107,463.6347,0.8105,602.4953,0.9897,288053,0.8314,1.7072,0.8499,0.7612,0.0028,0.0016,0.5794,0.9892,120.8366,104.4141,117.427,28.9185,23.8252,22.7962,-0.2599,0.246,-0.2731,2.5787,2.882,2.963,-42902253568,-30888830976,-39320027136,60.4224,52.2141,58.72,DEGLET
